Text,label
Hicham belkasmi cm,0
تطبيق لا يوجد لديه مصداقية ويهدر الوقت,0
ماشا الله روعة روعة,1
زي الزفت ولو فيه أقل من نجمة كمان يبقي احسن واسعارة اووووووووووووفر جدا دا خراب بيوت,0
سيئ جدا جدا جدا ما اقدر اكتب الا بنجمه حطيت ابها ولا جاني اي مطعم ايش هاذا برنامج خايس جدا انصحكم لا تحملونه,0
الاوردر ساعة ونص على ما يوصل والسائق لا يفهم انجليزى ولا عربي والاكل يجي بارد,0
السلام عليكم انا نزلت التطبيق وكل مرة يكتب رمز التفعيل ولا يتم ارساله بقالى فترة على كده وكل مرة امسح التطبيق وانزله تانى ونفس الوضع لا يتم ارسال رمز التفعيل,0
التطبيق ممتاز,1
المصيف,0
التطبيق جميل وسعر التوصيل رخيص بس فيه ملاحظة مطعم البيك مافي عندكم ارجو الحل المشكلة,1
افضل موقع استخدمته لطلب الاحتياجات,1
ما يوصلون منطقتي,0
والله طلبت ادق عليه يقول باقي الله يقلعكم والله فااشل يتاخر مرررررره,1
شكرا لكم لتقديم خدمه جميله كهذه,1
سثثسثسسثشثشثثشثشثثشسسشيقسقسققشصضضضضمن ذشذذسشثص قسققيسسقققققققسسقسسق,1
احسن حلا بالدنياااا,1
اهنيكم على التطبيق,1
موقع جدا رائع بالتوفيق,1
السلام عليكم كل عام وانتم بخير من فضلكم عاوزين تاني ترجعوا خط شارع مصر حلوان الزراعي خلف مستشفي القوات المسلحهل لغاية المهندسين شارع أحمد عرابي الصباح والساعه ونص محتاجين ضروري من فضلكم عيد سعيد,1
حماسي,1
عيب عليكم ضحك على الشباب بعد ثلاث سنوات وهي مسح للتطبيق,0
ربنا يبارك فيكو,1
دين ما عندكوا,0
تطبيق ممتاز ورائع في سهولة العثور على المطاعم واستعراض الطلبات والاختيار والسرعة في التجاوب وتنفيذ الطلب اتمنى لكم مزيدا من التطور والتوفيق,1
جيد جدان,1
راضي كل الرضا وبرنامج جدا مفيد ورائع,1
Nnfl,0
مشكلة إشعتر التحديثات اللي طول موجود وهو مافيش تحديثات ناولة أصلا,0
معفن لاحد يشتربه,0
تمام لكن ناقصه حاجه وحده انه مايطلع بعض الاحياء السكنيه,1
برنامج رائع واسعاره غير مبالغ فيها انا بتكلم عن رحلاتي في الاسكندريه,1
رائعه وممتازة,1
من فضلكو انا لا افقه شىء الابليكشن ولا الفبس عامه ارجو التواصل بصوره اخرى محتاجه اعرف معلومات واستفسارات قبل مااشترك,0
جميل وممتاز وفعال,1
نمت,0
ليش يطلع كل مرة وانا ما منزلته ليش عالازعاج؟؟؟؟,1
لو يكون وقت التوصيل اسرع بيكون احسن تطبيييق,1
تطبيق يعتمد على سرقة للبيانات,0
تطبيق ممتاز جداا جداا,1
اشكر القائمين على هذا البرنامج الرائع,1
ماشاءالله مطعم صدف سرعه بالتوصيل ونظافه وترتيب بالأكل من غير الطعم,1
مدري أصدق مين اصلا كذبه طلبت منهم طلبات بخصوم اعلاني من ماستر كارد لاحضت سعرها تغير صارت غاليه دفع عند طلب الاستلام ولا يوصلك مجاني يعني أسعار فوق ما تتخيل يقولك الخصومات رائعه مناسبه مدري شنو هناك طلبات ما وصلتني بالله الحين التطبيق ذا كذب ولا حقيقه,0
انصكم فيه,1
حلوه جميل عطوني قسيمه وقيمته دينارين ونص,1
ماشاء سريعين في وتوصيل الطلب وحااار,1
ابي اكلمكم ماتردون,0
اصبحت المطاعم غالية والحد الادنى عالي جدا واقيمة التوصيل جدا عالية,0
سئ للغاية ما عنده توصيل من البيك,0
كان نفسي احط نجوم بس بصراحة نحتاج تفعيل بند التخفيضات لماذا كزبائن لا نجد معكم تخفيضات أو خدمات خاصة,1
ليه مافي توصيل لحي النور مع انه مكتوب من ضمن احياء الدمام,0
تطبيق ممتاز كل طلباتي يوصلن في الوقت المحدد بالضبط بدون اي تأخير بس مطاعم البيتزا ماتوصل لمنطقتي اتمنى توسعون النطاق اكثر وشكرا على جهودكم,1
تطبيق فاشل ليطلب احذف التطبيق اعيد تنزليها مره اخرى لعدم فتح التطبيق,0
ابدااااع,1
بصراحه احسن حل عملى للسفر والكباتن ممتازين والباص نضيف جدا ومريح وفكره انه قريب منى فى المكان اللى هركب منه وقريب للمكان اللى هنزل فيه بج مريحه جدا انا مش هسافر تانى غير فى سويفل,1
أقل,0
تتطبيق ممتاز يوصل الطلب في الوقت والتجروبة ممتازة انصحكم في التجروبة,1
جيد جدآ,1
انه تطبيق سيء جداً حتى كود talapat مش رادي يشتغل,0
سئ للغايه,0
العيب فيه ماتقدر تتطلب لشخص لازم أكثر من ثلاثة,0
جداً جميل,1
ممتاز الخدمة,1
چچچططططططططططططططططططططططططططططططططططططططططططططططططططططططططططررررر,0
كويس بس مفيش كول سنتر للاستفسارات فا دي حاجه تخنق المفروض يكون في اوبشن اني احجز عن طريق الابليكيشن او فون,1
بعد ماحملت التطبيق وداخلت رقم الموبايل وبعتتولي الكود وبعد ماوصل لاسم المدينة يقولي حصل خطا ما حاولت كتير ومفيش فايدة ايه الحل,0
يتأخر جداً في التوصيل,0
التطبيق لا يعمل بجوال سامسونج نوت أرجو حل هذه المشكلة,0
بصراحة اخر مرة طلبت سوفيل سواق سابني ومشي وانا كان معايا حاجات وطالعة اسكندرية من رحاب ادايقت جدا ومكنتش متوقعة يعمل كدة وخذفت تطبيق عشان كان سئ بمعاملة,0
طلبت من مطعم بابلون الطلب اللي وصلني غييير كلمت الموظفه في المطعم اني طالبه توست اللي وصل فطيره الموظفه وقحه في الرد مصره اني طلبت فطاير طلبت منها تفتح التطبيق لطلبات تشوف بروحها الصوره مع اسم الطلب ما فتحت، قالت لي ان هم اصلا ما يقدمون توست لا اي نوع خبز ثاني الا خبزه الفطيره رديت انه مش غلطتي انكم حاطين المينو غير عن الحقيقه ما عجبها وانه انتي اول وحده تتصل تشتكي، قالت روحي اشتكي في طلبات,0
تطبيق رائع جدا يسهل امور كثيرة,1
جميل مختصر رمضان كريم,1
اقو تطبيق حملو لعبه Blop,1
رائع وخدمة عملاء لبقين وخدومين يستاهلون التقييم,1
فوللللللللللللل قوييييي جربه مراح اتحسف والله,1
منظم جدآ في المواعيد في كل حاجه أنصح كل واحد يحمل التطبيق,1
الأداره سيأه وتعامل الموضفين سيأ والبرنامج يعلق ويرسل الطلبات بعناوين خطأ ودايمن يوصل الأكل بارد وفيه خطأ,0
تطبيق زى الزفت وتحس أن انت بتتعامل مع شوية نصابين أنا عزفته الحمد لله,0
st,1
انه برنامج جميل جدا يستحق متابعه,1
جدا لذيذ يجي حار,1
انه يوصل بعد ساعتين,0
مش راضي يفتح علي تليفو oppo بيقوللي في تحديث علي اب ستورز,0
المشوار على كل شخص؟؟؟,1
لايشمل التوصيل المنطقة المركزية ومافي خيارات عديدة للمطاعم,0
كل ما ادخل عشان مكافأة تنزيل التطبيق يقولوا بياناتك غير صحيحه رغم إني مسجل كل بياناتي,0
تطبيق لا يعمل اتمنى ان تصلحوا الخلل ووضعتوا النجمة لكي تروا تعليقي,0
اعطوا الشباب حقوقهم,0
سيئه جدا هذا البرنامج يدعم محافظات كتير مثل الجيزه مثلان,0
التطبيق بيعطى انة غير محدث عندى وبيطلب منى التحديث وبتخل على جوجل بلى احدثة مش بلقى تحديث اصﻻ ومسحت التطبيق وحملتة تانى بردو نفس الشيئ رسالة انة التطبيق قديم ويجب التحديث ممكن تعرفنى اية الحل فى المشكلة دى,1
ياريت يكون في اللغه العربيه في الابلكيشن,1
Put Algeria please,1
عايز اسافر من الجيزه لدمياط الجديده مش عاف استخدمه,1
حلو حلو اكتير اكتير,1
يقولون كذب البرنامج يقولون يستغلونك من منطقتك,0
ممتازة كباتن محترمين مواعيد مظبوطة,1
Very bad drivers respect customer You dont even deserve one star,0
فيه مطاعم مو موجودة بالمواقع الثانيه,1
نجاح,1
ان شاء الله خير,1
ممتاز ويفضل زيادة بعض القوائم في بعض المطاعم,1
لا يشتغل,0
شكرا على هذا التطبيق الجميل سهل لنا طلباتنا واحتياجاتنا,1
انا اتفاخر انو في زي كذا,0
ليش فقط فى دبي,1
افضل برنامج شفته جميل ويساعدك على الطلب بسرعة,1
خوش تطبيق والله الله يرحم الدلفري المات,1
الحمدلله رب العالمين,1
علق علي لما جيت احط البينات حق حفظ الطلب وش الحل,1
البرنامج يوصلك الطلب الي تبيه في الدقيقة المكتوبه,1
مافيش خصم زي ما بتقولوا,0
طلبات ولا اروع,1
شركه ممتازه ومواعيد صحيحه جداا والسائق ذوق جدااا شكرا سوفيل,1
البرنامج غير مدعم في العراق,0
بس ممكن اعرف ليه لما اخوش تتبع الطلب يخرجنى من البرنامج خالص ليه,1
Dmwajtgp,0
البرنامج لا يفتح لماذا,0
ارجو انك تحطون عسير مناطقها تكفون,1
تطبيق مرره جميلل,1
فى مشكلة فى البحث عن الادوية فى البرنامج,0
برنامج ممتاز وسهل,1
التطبيق عندي على آخر تحديث وكل ما افتح التطبيق بطلب اني أحدثه ثم يقفل التطبيق,0
برنامج فاشل لما اطلب شي يجيبلي شي ثاني ويوصله بعد خمس ساعات,0
روعه رووووعه,1
تواةالىةوزم,1
لا توجد خاصية تحديد ومعرفة المواقع واختيار المواقع غير فعال ومحصور على مطاعم معينة,0
اسعار اغلي من سوق وجوميا، حراميه,0
تجربة ممتازة ومشروع ناجح جدا ومفيد لدي الكباتن والعملاء ايضا شكرا علي هذا التطبيق الرائع الذي ابعدنا عن زحمة السيارات وعجز الخطوط وعشوائية الركوب جنون بعض السائقين ابعدنا عن سياراتهم المتهالكة ان هذا التطبيق يتيح للعميل سيارات حديثة ومريحة جدا لا تجعلك تمل من الطرق والمسافات الكبيرة,1
سيييييء مابي مدينتي,0
يا,1
ممتازة وسريعه,1
برنامج اصبح سيئ جدا تأخير في توصيل الطلبات احيانا مش بتوصل اصلا بيكتب انها وصلت خدمة عملاء مافيش اسوأ منها ولا عندهم خبره بيكدبوا انصح اي حد يقيم التطبيق بنجمة بسلبية لحد ما يتغيروا يحسنوا الخدمة,0
البرنامج بعد دخول الباسورد بهنج,1
تنممععهنم,1
واو التطبيق جدا جميل نشكركم كثيرا على جهودكم,1
برنامج جدا رائع ومدهش,1
التوصيل غالي,1
يعطيكم العافيه بس في كم مطعم مموجود,1
تجربة زبالة,0
ثلاث مرات عامل التوصيل يشرب الماي وياخذ قطع من البيتزا والله لو طلب اعطيه لكن المنظر مقرف,0
منطقه الزعاب شارع فيلا,1
اسوء ابلكيشن في الدنيا حقيقي ومعظم السائقين اسوء ما يكون,0
رهيببببببب البرنامج,1
جميل جدا وسريعع,1
نبى حق ولاية شنااااص شمال الباطنه,0
حصلت معاي مشكله من ناحيه إرجاع طلبية طلبتها من الصيدلية ظهر لي لاحقا اني طلبته بطريقة خاطئة ودفعت عن طريق الفيزا، بعدها تواصلت معاهم عشان استبدل الطلب بشيء اخر موجود في نفس الصيدلية ردو علي انهم غير قادرين على استبدال الطلبية مع العلم اني راجعت الصيدلية وما عندهم اي مشكله من ناحيه الاستبدال، خدمة عملاء لا تستحق الثقه ابدا,0
تطبيق خايس طلبت طلب في ابها اتصل عليه يقول تعال استلمه من الرياض ليششششششش,0
شركة قوية اثبتت وجودها بالسوق عندها مصداقية مع العملاء افضل من شركة منافسة لها,1
رورو,0
ممتاز مع اختار سائقين محترفين فى نقطة الالتقاء لانى لى تعليق بخصوص رحلات الساعة بالذات نقطةالتقاء غير معروفة اوالسائق جديد حجزتها مرتين ولم استطع التواصل معاه ودفعت الرحلة مش مشكلة فلوس اد ماهي التأخر على عملي بالTV وشكرا لكم,1
بصراحه شى جميل جدا شكرا للقائمين على البرنامج,1
الاكل بصل بارد وماكول نصو,0
الرياض العزيزيه,1
الله يرحمك ياعلي بحر,1
سهل وعملي وبيجمع مطاعم كتير في مكان واحد,1
حده عجييييب,1
سؤال واحد بس؟اذا المطاعم جمبك ليش تتعب نفسك تطلب اونﻻين ليش تتعب نفسك تعلق على البرنامج صح مو صح XD ايضا المطاعم هي الي تسجل نفسها في التطبيق مو التطبيق يسجلها فهاذي المطاعم الي انت كسول من انك تمشي لها خطوتين بس من بيتك هي اكيد ما سمعت عن التطبيقاو ما سجلت نفسها فيه صح وﻻ مو صح XD,1
رووووووووووووووووووووعه,1
طلبات وصلولي طلب بالغلط وطلب قديم كانه معموله من ايام ولما اتصلت على خدمة العملاء قلت لهم هذا ليس طلبي قالوا مانقدر نسويلك شي تواصل على لايف شات ولايف شات متوقف يحطون العميل بمتاهات وتروح عليه فلوسه وهذا اللي حصل معي جاري حذف التطبيق,0
ممتاز وبسيط وننتظر الأفضل,1
زووووووووووووووووةةة ووووووورمبمنبنب ييزيزويوبتبتيتبتبتتبتبتبتبتبتلتبتبتبتبتبتيزهيزثزيظزثهثمثةقميزبوبنزبزيعاقزلزيظ ثزبزيزوبزبزبزبزبزبززيزرزىنبهثتبظبظنبتبمسزيزبتبزبظتبومبتزفب ول لظزبزلززىزلزلزلزبززبوبزبززبزبزرظى زى زىزىزىزرزرزرينخيdjndndbdbdbbdbdhdhdhdhdhhrhrhrhdhdhhdhdhdhdhdhdhdnxnnxndndndndnfndndnnd dnndnxnxnfbffbfbndndndndnfncm dnndnxnxnfbffbfbndndndndnfncm dnndnxnxnfbffbfbndndndndnfncm xnnxnxnxncbbxjxjdjdhfhfhhddnnxnxnxnxnxbxnfbxbcbbcbcbcbcbcnxnxjjsieoksjsndndjjdndnfnnfnfnfnfndndnsnsnnsndb,1
تجربة سيئة طلبت بقيمة ووضعت كوبون خصم وبعد وصول الطلب لم يتعرفو عالكوبون ولم يعترفو به,0
ازبل موقع في العالم لا يوجد به غير تبرعااات وليد اكل لا انصح الجميع بالتحميل,0
تطبيق زبالة المنيو مس كانل,0
تم حظر حسابي بدون اذن مشروع بحيث قمت بطلب طعام من مطعم والطلب وصلني ناقص عدد وبعدها تواصل معي المطعم ورجعولي الطعام الناقص وبعدها تم حظر حسابي مع العلم انه حسابي باي طلبات فيو فلوس شو يعني نصب واحتيال وما حد راضي يتواصل معنا,0
بل,1
جميل مشاء الله,1
والله زين,1
التعامل خايس واغلب طلباتي تتاخر وما القا رد ولا حل,0
ما في اي مصداقية بالتوقيت المعاملة,0
فعلا ممتاز,1
بصراحة فاشل,0
برنامج كويس وممتاز يستاهل نجمه شكرا لكم,1
لاتوجد محادثات كي اتواصل مع المطعم,0
كيف يعملو بريد الاكتروني لو نجح معي بحط خمس نجمات,0
شركة راقية بالتعامل وأخص السيد زين الضوي,1
تطبيق سيء بكون بمنطقه بعطيني مطاعم قريبه وبعيده اروح على موقع ثاني اقرب على مطاعم ضهرتلي بلموقع الاول ما تضهر الامطاعم الي ضهرت من قبل,0
معفن البرنامج,0
خدمة العملاء والمقصود بيها مساعدة على الابلاكيشن فى منتهى السوء تحس انهم ناس حافظة مش فاهمة المفروض أن تكون الخدمة ممتازة لانه لا يوجد سبيل للتواصل امعكم لا الشات,0
لا يعمل معى فما الفائدة لا يعطى اى نتيجة,0
البرنامج ذا مرا حلو وعاجبني مرا,1
سيىء جدا جدا ممتاز في عمليات التحايل بعض المطاعم تجد سعر الوجبة في المقدمة بشكل متعارف عليه وعند الدخول لطلبها تجدها بسعر أعلى وتم إضافة خيارات عليها لا تستطيع إلغائها ناهيك عن رسوم التوصيل العالية والمحكمة اصلا فلس لنفس المنطقة,0
يتأخر كثيرا,0
في انتظار الطلب تعديل بصراحه شديده اول مره اطلب من النت وكانت تجربه ررررررائعه الحمد لله والطلبات اللي طلبتها كلها جميله جدااا وكل الاشخاص اللي موجودين وتعاملت معاهم في قمه الذوق والادب الله يوفقكم,1
يب مرة انصحكم فيه,1
اتمنى اضافة مطاعم جديدة تحسين قائمة الطعام اضافة قائمة المطعم كاملة,1
جيد جدا مشكورين,1
تجربة جميلة سعر كتير مناسب شكرا لكم,1
مميز كثير,1
التحديث الأخير سيئ لا استطيع الدفع من خلال رصيد طلبات ارجو التواصل معي لان حتى خدمة التواصل معكم لغيتوها لا يوجد طريقة للتواصل مع طلبات,0
كيف يوصل,0
احلى شي فيه الدقة في الطلب ويبين كل المكونات هو أفضل تطبيق لطلب الطعام بالنسبة لي,1
مرررره روعه,1
ولله التطبيق حلو يجيني الطلب لبيتي,1
اليوم الصبح حكيتو انكم عطتونى خمس دنانير وعلى المسا كانو رايحات انتو بتصورو الكميرا الخفيه لرمضان,0
Luv,1
لا يغطي منطقتي ولا اعرف السبب,0
فناااااان مال بقوه بي,1
التطبيق مش عاوز يفتح وبيقولي تحديث وتم نزول اخر تحديث ونفس القصة,0
كل التقدير والاحترام لمجموعه طلعت مصطفى المحترمين للثقه والمصداقية حفظكم الله وراعاكم,1
التطبيق يتجه إلى الانحدار بمستوى الخدمة،تأخير وعدم دقة في المواعيد، وتعويض تافه لاسكات المستخدم،أنصح بحذف التطبيق واستلام الطلبية بنفسك من المطعم إلا أقصى الضرورة,0
موني,1
سيء لا يقوم بلتوصيل لمنطقتي ولا لاي منطقة قريبه مني,0
تجربة جدا سيئة السائق تأخر دقيقة عن موعد وصوله وما بستنى حد بضله ماشي اذا ما شافك راحت عليك ما وصلت الوجهة المطلوبة بالنهاية,0
مافي الاكنتاكي بل اصح مافيه مطاعم كثير,0
انترنت_غير_محدود_في_مصر Unlimited_internet_in_egypt انترنت_غير_محدود_ف_مصر ازاي يعني اقدر اخد دروس وذاكر اونلاين بجوده انا معرفش اشوف كلام حتي والنت بيخلص بسرعه بشخن مرات في شهر,0
انترنت _غير_محدود_في_مصر,0
فاشل جدا ومحدود جدا ولا ليغطي اهم المناطق,0
سهل وممتاااز,1
معفن وزباله لعنه الله عليكم كدابين,0
سيئ للغااااااية,0
ممتازة ممتازة,1
المزيد من الدقه وسرعة توصيل الطلب,1
حلو روعة الجمال,1
أفضل برنامج على الإطلاق,1
خايس العامل يصارخ او مايحترمك,0
راىع جدا لقد طلبت منه وكان فعلا حقيقي,1
لذيذا,1
نيننس,0
جيد ومفيذ,1
ضجةض ضض الله وبركاته صجضةضضمن كل شي جد ضصححضضص,0
حاجه حلوه جميله قوي وداع لقائمه الانتظار السيستم الواقع واقعد بره علشان تفشي فيروس وتعامل مع خدمه فيها شخصيات مضطربة نفسيا في الشغل غير سعداء في أماكن عملهم وكمان تدب مشوار بيقول لك انت جاي متاخر قفلنا السيستم في اي وقت وفي أي مكان تقدر تدفع كل فواتيرك علي رقم الهاتف المحمول على مدار ساعه بالاضافه الان يمكن ايداع ماكينات الصراف الآلي بنك مصر بدون بطاقه تشمل سحب نقدي او ايداع نقدي من غير ما تكون عميل في البنك التعامل في المكنه بيدك تاتش بالاضافه ممكن احد يبعت لك ايجارك بالاضافه باقه,1
عجيبببب يوصل الساعه كامل أو أقل,1
تطبيق زي الزفت وخدمة عملاء حافظين مش فاهمين اي حاجه في اي حاجه,0
من افضل التطبيقات التي استخدمتها,1
خدمة جيدة وممتازة,1
بدي خصم,0
برنامج افضل من كل البرامج الي توصل,1
،رائع,1
ابحث عن مطعم شاورمر لا يوجد,0
يتم توصيل الطلبات غير كامله,0
الحمد لله,1
تطبيق ممتاز والله انصح فيه,1
تطبيق مرة حلو الي سوا,1
سيتم حذفه حتى اعطاء الشباب حقوقهم,0
احسن موقع توصيل الطلبات في العالم الطوصيل سريع,1
التطبيق جدا رائع كل يوم اطلب منه حق العشاء,1
رائع ونظيف,1
ياليت لو تضيفون تقييم السايق اثناء التوصيل لان الفلبن مايستخدمون الخريطه ويزعجون امنا ويبرد الاكل,1
توصيل اسرع سريع,1
خدمه العملاء وحشه جدا,0
البرنامج حلو,1
حب غالي وعالي وخلالي وخلاص لرسوال الله خير البشر صال الله عله,0
بخزيييي,0
كدب,0
برنامج ممتاز وشركة محترمة,1
خايس ما عنده غير كنتاكي هارديز,0
يزيد احيانا الوقت,0
للاسف مش شغال عندى برغم انى مسحت برامج كتير عشانه والانترانت قوى بس مش راضى يقبل الجيميل بتاعى مع انى عملت حساب غيره وبدون فايده ايه الحل,0
التطبيق ارسل لي اعمل بيهم ايه مش فاهمه,0
ياي,1
طبيق ممتاز والله يعطيكم العافيه,1
ماشاء الله زى الفل بس الاهم هو المحافظةعلى كدة عشان احنا بنبتدى حلو قوى لكن بعد كدة مبنقدرش نحافظ على النجاح دة مع الاسف,1
تطبيق سئ جدا جدا جدا,0
هذ يعني المطعم مسكر,1
جميل جدا التطبيق,1
تحميل,1
رائع جدا وسهل,0
Thank much,1
يفيد وقت الأزمات لكن يا ليت الطلب يتوصل في دقيقة بالتمام بدون زيادة,1
ممتاز جدا بالخدمه,1
سوف اقوم بشطب التطبيق حتى يتم انصاف رواتب العاملين,0
نرجو اتاحه شحن رصيد التطبيق من خلال البنك الاهلى,0
رووووعه واللع روعه مجربين البرنانج ذا,1
انا حملت البرنامج وفتحت اميل بإسمي والمهنه فني الومنتال واستلمت الكرنيه بس الاميل اتقفل وانا نسيت الاميل عاوز ارجعه تاني ساعدوني لو سمحتوا ولكم جزيل الشكر,1
يني،ؤ تاهبثبتىةقلةنب ةنسنةقىنرلنةثةمةبةبةلويوويويووويويمينن,1
البرومو كود مش بيوصلني,0
كنتاكي يبعد عن بيتي كيلو تقريبا لا يوصلوا الاكل ممكن تشرحولي ليش؟,0
جميل جدا وراع ايضن,1
ازعجتوني,0
كانت غلطه لن تتكرر لان الدعايه في التلفزيون غير الواقع,0
للاسف بيروح اماكن وأماكن لا,0
بتجننن,1
عالم نصابين وتطبيق زي الزفت,0
تطبيق ممتاز جدا وأنصح الجميع بتنزيله,1
ادعمه,1
راءع وسهل الاستخدام,1
لسة مجربتش,0
شركه تسرق علنا,0
لا يوجد التزام بالوقت ابدا ولا يوجد رادع للمطاعم التي تغري الزبائن بوضع أوقات توصيل سريعة وفي الواقع تاخذ اضعاف الوقت المحدد وعند الشكوى لا يوجد لهم سوى الاعتذار سنين وهم يعتذرون,0
هههههههههه,1
الي يقول وحلو يصم رأسه بالجدار ولا حد يزعل مني معليش انا عني ممتار,1
حلوو مره,1
مدة التوصيل جدا مبالغ فيها وسيء للغاية ودائما الطلب متأخر والكول سنتر سيء للغاية لا يساعد إطلاقاً لا تستحق ان تطلب من هذه الشركة او ان تنزل التطبيق,0
زي الخرا والله,1
تطبيق روعه مافيه شى,1
روعههههه,1
تطبيق سئ جداً جداً جداً بسبب الخصومات الوهميه وبسبب تعامل الطيارين مع العملاء,0
ممكن اعرف مش بيجيلي بروموكود زي الاول لي بقالي اسبوعين مجاليش بروموكود الخصومات ارجو الرد؟؟؟؟؟,0
تطبيق زباله مطاعم بكون مكتوب عليها وهي مابتكون عامله او ودايمن مغلق حرام عليكم نجمه لزم اقل,0
مفيش رسايل بتيجي بالكود,0
تطبيق سيء ما في اكل مجانا لازم ادفع عشان آكل,0
بطلب الاوردر ويكتب تم التسليم ومفيش حاجه بتوصل وكلمت خدمة العملاء تلت مرات ومفيش حاجه جت,0
ممتاااااز جدا,1
اسوء تطبيق يسحبو الفلوس من البطاقه وما يوصلون طلبات للناس,0
Good jobe,1
ما عرفت له,1
ليش مموجود بيه العراق شنو ليش هوه مو من الخليج شنو احنه وحد عن الناس تطبيق زباله,0
افضل موقع صراحته,1
اطلب كبر الكرش,1
يوصل للبيشه من عسير,1
تطبيق سهل وبسيط,1
زوين بززززاف وسريع,1
بلإفببللللعلللللليعبنبزبخحتثختبهةيخةصخسةسهةثخيوييةيخثوحيوثخثوثويهبويخيتخيتيخيويخيويخيتؤخيتيهتيهيييتيتخيتيخيتينيتيتيتيتيبزؤمينيويخويخيويخستسنساخسزيخيتيخيةيهييخيتهينييويخثيخثحسسخصخستصىخصاصنصاحسنيخيتسخيةنيوؤيمؤتنياينيعيمثهثتثلغينيىهيويهنثايميعثنتينيتينيتهيتيهيتيلتءاءااابءيءقتءثاثغقغثغفقفجءفءءلتلؤغاءاحتءتءاهءبابءقغءغغفبفللل،ا ساسلببةيسخسسهبييتتيتييخينيهخينيخستخسيتخيتسنسننينيمتينينييتينينيننيزينؤتسشنساشتسنسختييننيتتيتيتيتيبهبييتتينيويتيننينيتييتءتستسعسهتيهيتينيتيتتيتيتتينينينينتييتنيتسنسنسنسننستستتستت,1
حتى هذا التاريخ لا يتعاملون بالتوصيل للمملكة العربية السعودية,0
بعد التحديث اصبح لا يمكن التحدث مع الموظفين وعندما اضغط على الدعم واختار المشكلة يظل وقت كبير جدا لتحميل الصورة ولا استطيع ضغط زر التاكيد هناك طلبين حصل بهما مشكلة ولم استطع التواصل واخذ حقي انا اعلم انكم ربما مررتم بمشاكل نصب وسرقة لانه في الاول كان الموظف فورا يضع المبلغ بدون التاكد من المشكلة ولكن لابد لكي يستمر تطبيقكم الذي كان رائعا أن تبتكروا حلا يحافظ على رضى العملاء,0
طلبت من برجر كينج من ساعتين وكتبلي الطلب ناجح وماوصلوه لي ولايردون علي التلفون تطبيق سيئ لانه مايستقبل شكاوي ولايرد علي العملاء,0
معقد,0
غير جيد ابدا,0
وععععع انصحكم لاتحملونه كذب كل شي,0
لو سمحت محتاج الباص الخاص في رحلات مختلفة كيف طريقة الطلب,1
الخدمة بطيئة جدا وفي زبون بستنى وبضيع وقتو على حساب زبون ثاني صراحة انا رح أحذفو واوقف التعامل معو للعلم الي طالب الطلب ساعتين وللآن ماوصل الطلب,0
لو سمحت فيه اسيوط أو حاجه خط الصعيد,0
استغلال,0
تطبيق زباله الله يلعنكو,0
To,0
هاذا صحيح أم لا,0
احبكم هوااااايه,1
السعودية غير موجودة,0
توصيل سي جدا تم طلب بيتزا وتم وصول الطلب متأخر والأكل بارد جدا نامل منكم تحسين الخدمه,0
ما عندهم شي متوفر كل شي مغلق,0
زي ما بيقولوا اسأل مجرب ولا تسال طبيب وفي ناس جربوا التطبيق وطلع جميل انا كمان هجربه وان شاء الله يكون حلو,1
اسوء تطبيق لطلب الطعام ويواجه الشخص صعوبة في تحديد الموقع,0
مش موجود بكل مكان في الاردن,0
مش راضى يفتاح,0
تجربة معنة تكذبون على وتقولون عندكم توصيل طلبات ونصدقكم ونحمل البرنامج وكل مرة تطلعون كذابين حسبي أللّه عليكم، النجمة كثيرة عليكم,0
ماشاء الله سبحان الله لا اله الا انت سبحانك اني كنت من الظالمين,1
أحسن تطبيق واجود شركه,1
عملت الغاء لطلب بالفيزا الغي الطلب ولم يتم استرجاع المبلغ للفيزا يعني حراميه,0
لم اجربه بعد واتمنى ان يكون له خط سير ابوالوفا الحى السادس مع خالص تحياتي,1
ممتازة والتوصيل سريع,1
مشكله كبيره لا يدعم فيزا ميزا البنك الاهلى عاجز عن إجراء اى معاملات وتم الاتصال بخدمة العملاء وللأسف لا جديد,0
انهاسوءتطبيق,1
طلبي موصلنيش وأتلغى بعد انتظار ساعة ونص ودايما بيبق في زيادة في الفلوس في الفاتورة عن قيمة المنتجات من الماركت بتاعهم مفيش اهتمام بجانب الشكوى الابلكيشن بصراحة مش اوي خيب ظني على الإعلانات اللي بشوفها ليه بالعكس مستاءة جدا منه,0
تجربتي معه سيئ جدا وحدث خطأ من السائق ولم أتمكن من الشكوى لاحد وتم خصم المبلغ,0
اول شي ما يجيب مدينة نجران وزياده بعض المدن اشهاذا,0
في الي وجبه مجانا؟,1
اشكر على سرعة تنفيذ الطلب تطبيق جميل,1
برنامج بعلق كثير صرلي تكثير من ساعه بحاول افتح مش اشي وهاي مش اول مره وراح علي الوقت وانا بحاول اطلب صارت الخدمه سيئه بصراحه,0
افضل مكان,1
رائعة توصيل سريع,1
جيد تحت التجربة,1
افضل تتطبيق,1
انه جيد شكرا لهذا التطبيق الإبداعي,1
برنامج غير مفيد ابدا بطيئ في توصيل الاكل والاكل بيوصل بارد وما بحاسبو الكابتن بحق بيظلمو الكابتن تطبيق زباله,0
Bad service much Missing food And Bad communication phone call,0
اوك وةللببييبلاتتتتتتتلغفأ,1
